product_link;award_link;vintage;grade;contributor
https://www.gall.nl/kanonkop-cabernet-sauvignon-magnum-rood-150cl-141089.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=141089;;91 punten;Wine Spectator
https://www.gall.nl/kanonkop-cabernet-sauvignon-magnum-rood-150cl-141089.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=141089;;94 punten;Tim Atkin
https://www.gall.nl/kanonkop-cabernet-sauvignon-magnum-rood-150cl-141089.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=141089;;88 punten;Vinous
https://www.gall.nl/kanonkop-cabernet-sauvignon-magnum-rood-150cl-141089.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=141089;;92 punten;James Suckling
https://www.gall.nl/kanonkop-cabernet-sauvignon-magnum-rood-150cl-141089.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=141089;Oogstjaar 2014;5 sterren;Platter's Wine Guide
https://www.gall.nl/kanonkop-cabernet-sauvignon-magnum-rood-150cl-141089.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=141089;Oogstjaar 2016;93 punten;Tim Atkin
https://www.gall.nl/kanonkop-cabernet-sauvignon-magnum-rood-150cl-141089.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=141089;Oogstjaar 2018;4 sterren;Platter's Wine Guide
https://www.gall.nl/lourensford-the-dome-pinot-noir-rood-75cl-148520.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=148520;Oogstjaar 2018;91 punten;Gilbert and Gaillard
https://www.gall.nl/lourensford-the-dome-pinot-noir-rood-75cl-148520.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=148520;;91 punten;Tim Atkin
https://www.gall.nl/ch%C3%A2teau-lilian-ladouys-st.-estephe-rood-75cl-104396.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=104396;Oogstjaar 2014;90 punten;Vinous
https://www.gall.nl/ch%C3%A2teau-lilian-ladouys-st.-estephe-rood-75cl-104396.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=104396;Oogstjaar 2017;90 punten;Wine Advocate
https://www.gall.nl/ch%C3%A2teau-lilian-ladouys-st.-estephe-rood-75cl-104396.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=104396;;p_93 punten;Wine Enthusiast
https://www.gall.nl/m.-chapoutier-c%C3%B4tes-du-rh%C3%B4ne-rouge-geschenkverpakk-rood-75cl-142840.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=142840;Oogstjaar 2017;8.5;De Wijngids
https://www.gall.nl/m.-chapoutier-c%C3%B4tes-du-rh%C3%B4ne-rouge-geschenkverpakk-rood-75cl-142840.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=142840;Oogstjaar 2018;8.5 Sterwijn;De Grote Hamersma
https://www.gall.nl/mazzei-fonterutoli-n.10-rood-75cl-258466.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258466;Oogstjaar 2013;91 punten;James Suckling
https://www.gall.nl/mazzei-fonterutoli-n.10-rood-75cl-258466.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258466;Oogstjaar 2014;8+;De Grote Hamersma
https://www.gall.nl/mazzei-fonterutoli-n.10-rood-75cl-258466.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258466;Oogstjaar 2017;9 -;De Wijngids
https://www.gall.nl/mazzei-fonterutoli-n.10-rood-75cl-258466.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258466;Oogstjaar 2019;9-;De Grote Hamersma
https://www.gall.nl/tenuta-moraia-pietracupa-bolgheri-rood-75cl-101516.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=101516;Oogstjaar 2012;2 bicchieri;Gambero Rosso
https://www.gall.nl/tenuta-moraia-pietracupa-bolgheri-rood-75cl-101516.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=101516;Oogstjaar 2013;8;De Grote Hamersma
https://www.gall.nl/tenuta-moraia-pietracupa-bolgheri-rood-75cl-101516.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=101516;Oogstjaar 2014;Zilveren medaille;International Wine Challenge
https://www.gall.nl/tenuta-moraia-pietracupa-bolgheri-rood-75cl-101516.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=101516;;2 bicchieri;Gambero Rosso
https://www.gall.nl/san-silvestro-dolcetto-dalba-primaio-rood-75cl-161632.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=161632;Oogstjaar 2019;87 punten;Wine Enthusiast
https://www.gall.nl/lourensford-chrysalis-red-rood-75cl-148431.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=148431;Oogstjaar 2016;91 punten;Tim Atkin
https://www.gall.nl/fritz-wassmer-sp%C3%A4tburgunder-%22xxl%22-rood-75cl-162280.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=162280;Oogstjaar 2016;p_92 punten;Falstaff Wine Guide
https://www.gall.nl/fritz-wassmer-sp%C3%A4tburgunder-%22xxl%22-rood-75cl-162280.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=162280;;silver punten;Decanter
https://www.gall.nl/raymond-r-collection-chardonnay-wit-75cl-107417.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107417;Oogstjaar 2020;8.5;De Grote Hamersma
https://www.gall.nl/chivite-legardeta-chardonnay-wit-75cl-308471.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308471;Oogstjaar 2014;92 punten;Guía Peñín
https://www.gall.nl/chivite-legardeta-chardonnay-wit-75cl-308471.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308471;Oogstjaar 2015;90 punten;Wine Advocate
https://www.gall.nl/chivite-legardeta-chardonnay-wit-75cl-308471.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308471;Oogstjaar 2019;92 punten;Wine Spectator
https://www.gall.nl/caballo-loco-grand-cru-maipo-rood-75cl-106232.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106232;Oogstjaar 2013;Bronzen punten;Decanter
https://www.gall.nl/caballo-loco-grand-cru-maipo-rood-75cl-106232.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106232;Oogstjaar 2015;Bronzen punten;Decanter
https://www.gall.nl/caballo-loco-grand-cru-maipo-rood-75cl-106232.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106232;;94 punten;Tim Atkin
https://www.gall.nl/caballo-loco-grand-cru-maipo-rood-75cl-106232.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106232;;93 punten;Wine Spectator
https://www.gall.nl/caballo-loco-grand-cru-maipo-rood-75cl-106232.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106232;;Gouden medaille;International Wine Challenge
https://www.gall.nl/caballo-loco-grand-cru-maipo-rood-75cl-106232.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106232;;95 punten;Descorchados
https://www.gall.nl/caballo-loco-grand-cru-maipo-rood-75cl-106232.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106232;Oogstjaar 2018;92 punten;Tim Atkin
https://www.gall.nl/marques-de-riscal-limousin-reserva-wit-75cl-308773.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308773;Oogstjaar 2014;91 punten;Guía Peñín
https://www.gall.nl/marques-de-riscal-limousin-reserva-wit-75cl-308773.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308773;Oogstjaar 2021;8+;De Grote Hamersma
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;Oogstjaar 2015;92 punten;Falstaff Wine Guide
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;Oogstjaar 2016;92 punten;Falstaff Wine Guide
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;;90+ punten;Vinous
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;;90 punten;Wine Enthusiast
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;;94 punten;Robert Parker
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;;Zilveren punten;Decanter
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;;93 punten;Wine Spectator
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;;94 punten;James Suckling
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;Oogstjaar 2017;93 punten;James Suckling
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;;92 punten;Falstaff Wine Guide
https://www.gall.nl/mazzei-tenuta-belguardo-rood-75cl-107077.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107077;;Zilveren punten;Decanter
https://www.gall.nl/cap-royal-bordeaux-magnum-rood-150cl-133884.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=133884;Oogstjaar 2015;8.5;De Grote Hamersma
https://www.gall.nl/cap-royal-bordeaux-magnum-rood-150cl-133884.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=133884;Oogstjaar 2016;Zilveren punten;Decanter
https://www.gall.nl/cap-royal-bordeaux-magnum-rood-150cl-133884.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=133884;;90 medaille;International Wine & Spirits Competition
https://www.gall.nl/cap-royal-bordeaux-magnum-rood-150cl-133884.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=133884;Oogstjaar 0000;93 punten;James Suckling
https://www.gall.nl/mazzei-poggio-badiola-rood-75cl-107042.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=107042;Oogstjaar 2019;92 punten;James Suckling
https://www.gall.nl/torres-vi%C3%B1a-esmeralda-wit-75cl-309966.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=309966;Oogstjaar 2015;83 punten;Decanter
https://www.gall.nl/torres-vi%C3%B1a-esmeralda-wit-75cl-309966.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=309966;Oogstjaar 2017;Bronze medaille;International Wine Challenge
https://www.gall.nl/chivite-coleccion-125-blanco-wit-75cl-308331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308331;Oogstjaar 2013;98 punten;Guía Peñín
https://www.gall.nl/chivite-coleccion-125-blanco-wit-75cl-308331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308331;Oogstjaar 2014;93 punten;Wine Advocate
https://www.gall.nl/chivite-coleccion-125-blanco-wit-75cl-308331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308331;Oogstjaar 2016;95 punten;Guía Peñín
https://www.gall.nl/chivite-coleccion-125-blanco-wit-75cl-308331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308331;Oogstjaar 2017;96 punten;Guía Peñín
https://www.gall.nl/chivite-coleccion-125-blanco-wit-75cl-308331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=308331;Oogstjaar 2018;96 punten;Guía Peñín
https://www.gall.nl/andrian-sauvignon-blanc-andrius-wit-75cl-110590.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=110590;Oogstjaar 2014;90 punten;Falstaff Wine Guide
https://www.gall.nl/andrian-sauvignon-blanc-andrius-wit-75cl-110590.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=110590;Oogstjaar 2017;9;De Grote Hamersma
https://www.gall.nl/andrian-sauvignon-blanc-andrius-wit-75cl-110590.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=110590;Oogstjaar 2018;93 punten;James Suckling
https://www.gall.nl/bodega-garzon-single-vineyard-tannat-rood-75cl-106704.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106704;Oogstjaar 2015;Platinum punten;Decanter
https://www.gall.nl/bodega-garzon-single-vineyard-tannat-rood-75cl-106704.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106704;Oogstjaar 2017;91 punten;Wine Spectator
https://www.gall.nl/bodega-garzon-single-vineyard-tannat-rood-75cl-106704.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106704;Oogstjaar 2018;94 punten;James Suckling
https://www.gall.nl/bodega-garzon-single-vineyard-tannat-rood-75cl-106704.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106704;;94 punten;Descorchados
https://www.gall.nl/bodega-garzon-single-vineyard-tannat-rood-75cl-106704.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106704;;91 punten;Wine and Spirits Magazine
https://www.gall.nl/bodega-garzon-single-vineyard-tannat-rood-75cl-106704.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106704;;94 punten;Tim Atkin
https://www.gall.nl/rocca-sveva-amarone-della-valpolicella-riserva-rood-75cl-257281.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=257281;Oogstjaar 2011;Zilveren medaille;International Wine & Spirits Competition
https://www.gall.nl/rocca-sveva-amarone-della-valpolicella-riserva-rood-75cl-257281.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=257281;Oogstjaar 2015;Bronzen medaille;Int. Wine & Spirits Competition
https://www.gall.nl/rocca-sveva-amarone-della-valpolicella-riserva-rood-75cl-257281.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=257281;;Bronzen medaille;IWSC
https://www.gall.nl/rocca-sveva-amarone-della-valpolicella-riserva-rood-75cl-257281.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=257281;;Gouden medaille;Mundus Vini
https://www.gall.nl/laurus-aop-hermitage-red-rood-75cl-140384.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140384;Oogstjaar 2016;93 punten;Wine Advocate
https://www.gall.nl/laurus-aop-hermitage-red-rood-75cl-140384.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140384;Oogstjaar 2017;91-93 punten;Robert Parker
https://www.gall.nl/raymond-family-classic-cabernet-sauvignon-rood-75cl-114669.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=114669;Oogstjaar 2016;8.5;De Grote Hamersma
https://www.gall.nl/laroche-chablis-wit-75cl-169447.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=169447;Oogstjaar 2015;8 plus;De Grote Hamersma
https://www.gall.nl/laroche-chablis-wit-75cl-169447.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=169447;Oogstjaar 2017;8.5;De Grote Hamersma
https://www.gall.nl/laroche-chablis-wit-75cl-169447.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=169447;Oogstjaar 2018;8.5;De Grote Hamersma
https://www.gall.nl/laroche-chablis-wit-75cl-169447.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=169447;Oogstjaar 2019;9-;De Grote Hamersma
https://www.gall.nl/ch%C3%A2teau-de-la-roulerie-anjou-blanc-wit-75cl-159417.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=159417;Oogstjaar 2017;92 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-de-la-roulerie-anjou-blanc-wit-75cl-159417.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=159417;Oogstjaar 2018;8;De Grote Hamersma
https://www.gall.nl/j.-de-villebois-sancerre-caillottes-wit-75cl-106755.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106755;Oogstjaar 2015;90 punten;Decanter
https://www.gall.nl/j.-de-villebois-sancerre-caillottes-wit-75cl-106755.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106755;Oogstjaar 2016;91 punten;Wine Enthusiast
https://www.gall.nl/j.-de-villebois-sancerre-caillottes-wit-75cl-106755.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106755;;silver medaille;Int. Wine & Spirits Competition
https://www.gall.nl/j.-de-villebois-sancerre-caillottes-wit-75cl-106755.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106755;;silver medaille;IWSC
https://www.gall.nl/j.-de-villebois-sancerre-caillottes-wit-75cl-106755.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106755;Oogstjaar 2017;91 punten;James Suckling
https://www.gall.nl/j.-de-villebois-pouilly-fume-marnes-kimmeridgienne-wit-75cl-106569.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106569;Oogstjaar 2016;bronze punten;Decanter
https://www.gall.nl/j.-de-villebois-pouilly-fume-marnes-kimmeridgienne-wit-75cl-106569.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=106569;Oogstjaar 2017;92 punten;James Suckling
https://www.gall.nl/san-silvestro-barolo-biologico-rood-75cl-161675.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=161675;Oogstjaar 2014;Gouden punten;Mundus Vini
https://www.gall.nl/mommessin-domaine-de-la-presle-fleurie-rood-75cl-171360.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=171360;Oogstjaar 2017;8-;De Grote Hamersma
https://www.gall.nl/torre-mora-scalunera-etna-rosso-rood-75cl-127876.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=127876;Oogstjaar 2015;94 punten;James Suckling
https://www.gall.nl/torre-mora-scalunera-etna-rosso-rood-75cl-127876.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=127876;;Zilveren medaille;International Wine & Spirits Competition
https://www.gall.nl/torre-mora-scalunera-etna-rosso-rood-75cl-127876.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=127876;;2 bicchieri;Gambero Rosso
https://www.gall.nl/torre-mora-scalunera-etna-rosso-rood-75cl-127876.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=127876;Oogstjaar 2016;94 punten;James Suckling
https://www.gall.nl/torre-mora-scalunera-etna-rosso-rood-75cl-127876.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=127876;Oogstjaar 2018;91 medaille;International Wine & Spirits Competition
https://www.gall.nl/ch%C3%A2teau-macquin-st.-georges-st.-emilion-rood-75cl-137979.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=137979;Oogstjaar 2017;8.5;De Grote Hamersma
https://www.gall.nl/ch%C3%A2teau-macquin-st.-georges-st.-emilion-rood-75cl-137979.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=137979;;92 punten;Wine Enthusiast
https://www.gall.nl/san-silvestro-barbera-dalba-dominae-rood-75cl-161578.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=161578;Oogstjaar 2018;Gouden medaille;Mundus Vini
https://www.gall.nl/dom%C3%A4ne-wachau-riesling-federspiel-steinriegel-wit-75cl-219363.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219363;Oogstjaar 2015;9;De Grote Hamersma
https://www.gall.nl/dom%C3%A4ne-wachau-riesling-federspiel-steinriegel-wit-75cl-219363.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219363;Oogstjaar 2016;Omfietswijn;Oogstjaar 2017
https://www.gall.nl/dom%C3%A4ne-wachau-riesling-federspiel-steinriegel-wit-75cl-219363.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219363;;92 punten;Falstaff Wine Guide
https://www.gall.nl/dom%C3%A4ne-wachau-riesling-federspiel-steinriegel-wit-75cl-219363.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=219363;Oogstjaar 2020;92 punten;Falstaff Wine Guide
https://www.gall.nl/wakefield-jaraman-chardonnay-wit-75cl-153338.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=153338;Oogstjaar 2018;90 punten;Gilbert and Gaillard
https://www.gall.nl/wakefield-jaraman-chardonnay-wit-75cl-153338.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=153338;;Gouden medaille;Mundus Vini
https://www.gall.nl/argiolas-perdera-monica-di-sardegna-rood-75cl-258318.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258318;Oogstjaar 2013;Omfietswijn;Oogstjaar 2014
https://www.gall.nl/argiolas-perdera-monica-di-sardegna-rood-75cl-258318.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258318;;85 punten;Wine Spectator
https://www.gall.nl/argiolas-perdera-monica-di-sardegna-rood-75cl-258318.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=258318;Oogstjaar 2017;9-;De Grote Hamersma
https://www.gall.nl/jc-boisset-aloxe-corton-les-valozieres-rood-75cl-140007.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140007;Oogstjaar 2011;Silver medaille;International Wine Challenge
https://www.gall.nl/jc-boisset-aloxe-corton-les-valozieres-rood-75cl-140007.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140007;Oogstjaar 2015;93 punten;Tim Atkin
https://www.gall.nl/jc-boisset-aloxe-corton-les-valozieres-rood-75cl-140007.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140007;Oogstjaar 2017;93 punten;Decanter
https://www.gall.nl/jc-boisset-aloxe-corton-les-valozieres-rood-75cl-140007.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140007;;p_94 punten;James Suckling
https://www.gall.nl/jc-boisset-aloxe-corton-les-valozieres-rood-75cl-140007.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140007;;silver medaille;International Wine Challenge
https://www.gall.nl/jc-boisset-aloxe-corton-les-valozieres-rood-75cl-140007.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140007;;p_93 punten;Tim Atkin
https://www.gall.nl/torres-gran-vina-sol-wit-75cl-309184.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=309184;Oogstjaar 2015;Aanbevolen punten;Decanter
https://www.gall.nl/torres-gran-vina-sol-wit-75cl-309184.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=309184;Oogstjaar 2016;Bronze medaille;International Wine Challenge
https://www.gall.nl/torres-gran-vina-sol-wit-75cl-309184.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=309184;Oogstjaar 2018;8.5;De Grote Hamersma
https://www.gall.nl/cabolani-cabernet-friuli-aquileia-rood-75cl-122815.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=122815;Oogstjaar 2016;8+;De Grote Hamersma
https://www.gall.nl/torre-mora-scalunera-etna-bianco-wit-75cl-140929.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140929;Oogstjaar 2018;93 punten;James Suckling
https://www.gall.nl/torre-mora-scalunera-etna-bianco-wit-75cl-140929.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140929;;92 punten;Wine Enthusiast
https://www.gall.nl/torre-mora-scalunera-etna-bianco-wit-75cl-140929.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140929;;2 bicchieri;Gambero Rosso
